Title,Floor,Rooms,Living Space,Images,Country,Locality,PostalCode,Region,Street,Latitude,Longitude,Distance Public Transport,hasGarage,Is Minergie General,Is New Building,Extra cost,Gross cost,Net cost,Purchase cost,Description,Url
hübsche 2-Zimmerwohnung nähe Kunsthaus und Kreuzplatz,3,2,52,"https://media2.homegate.ch/listings/x580/3002216363/image/1fafb1fadf3f2610b60cc46f54e070b5.jpg, https://media2.homegate.ch/listings/x580/3002216363/image/8c755901edcc8c69479f2009b7a7601b.jpg, https://media2.homegate.ch/listings/x580/3002216363/image/e490ce1334ccab71765c65e73c6fe0a6.jpg, https://media2.homegate.ch/listings/x580/3002216363/image/c312515cbe82a244389c159358d7b361.jpg, https://media2.homegate.ch/listings/x580/3002216363/image/4dd7114b69db3c631c7f29ce6f0424df.jpg, https://media2.homegate.ch/listings/x580/3002216363/image/0dfc1559be0aadc43b28d7192215ce27.jpg, https://media2.homegate.ch/listings/x580/3002216363/image/a406eb9949f73a94d0e8d094c6e7b21c.jpg, https://media2.homegate.ch/listings/x580/3002216363/image/02b08a695f10376e7574cd9165ab5f36.jpg, https://media2.homegate.ch/listings/x580/3002216363/image/807f1702645a8086fec61206e01ab837.jpg, https://media2.homegate.ch/listings/x580/3002216363/document/5c3b499e39e55136a64e532ab8a60478.pdf",CH,Zürich,8032,ZH,Zeltweg 49,47.3679244,8.5522006,50,,,,210,2575,2365,,"Erleben Sie den Puls der Stadt!Dieses helle 2-Zimmerwohnung sucht per 1. Februar 2023 einen neuen Mieter.Die Highlights als Übersicht: Einbauschrank im Korridormoderne Küche mit PlattenbodenBadezimmer mit Badewanne und keramischen PlattenLaminat im Wohn- und Schlafbereichzwei Balkone Kellerabteilzentrale Lage Wenn Sie an dieser schönen Wohnung interessiert sind, senden Sie uns bitte das Anmeldeformular zu. Gerne laden wir Sie danach zu einem Besichtigungstermin ein.",https://www.homegate.ch/mieten/3002216363
Urban wohnen attraktive Wohnungen für Menschen über 50,4,2.5,60,"https://media2.homegate.ch/listings/jhk/3002182599/image/0f3aedbd296bd2f6baf4cb600fe2e619.jpg, https://media2.homegate.ch/listings/jhk/3002182599/image/051a1909c23c7f3455939f8015198859.jpg, https://media2.homegate.ch/listings/jhk/3002182599/image/47d42e30d35275192c9a751d0be1dcef.jpg, https://media2.homegate.ch/listings/jhk/3002182599/image/6c03d04d977ba3a1fd9ff2a0ebf6094a.jpg, https://media2.homegate.ch/listings/jhk/3002182599/image/7f1e8ec9bb9aaa4ce4aeffc7cdedd926.jpg, https://media2.homegate.ch/listings/jhk/3002182599/image/8e8d854899c8ecced545f77ea8ddb6a0.jpg, https://media2.homegate.ch/listings/jhk/3002182599/image/33e72aee81d4b493b82c21ff1cae0658.jpg, https://media2.homegate.ch/listings/jhk/3002182599/image/cbcfb22ff3f12663768208b9a40c856e.jpg, https://media2.homegate.ch/listings/jhk/3002182599/image/7b08625bde546b2049028636a369a6a2.jpg, https://media2.homegate.ch/listings/jhk/3002182599/image/7fe5d0c644be41a0c7ad09c5d8eb353a.jpg, https://media2.homegate.ch/listings/jhk/3002182599/image/3ee1bbe71deadb95379eda71f0cc9a71.jpg",CH,Zürich,8032,ZH,Hofackerstrasse 3/5,47.3617877,8.5620633,,True,,,,2490,2490,,"Suchen Sie eine attraktive Neubauwohnung mitten in Zürich? Ist mindestens eine Person Ihres Haushalts über 50-jährig? Dann lohnt es sich, weiterzulesen: Wir vermieten per 1. Februar 2023 an der Hofackerstrasse 1-5 beim zentral gelegenen Hegibachplatz eine 2.5-Zimmer-Wohnung im 4. OG. Die Wohnung ist mit allem ausgestattet, was modernes und behagliches Wohnen ausmacht. Informieren Sie sich über unsere Website www.hofackerstrasse1-5.ch über alle Details und die Mietbedingungen.",https://www.homegate.ch/mieten/3002182599
Studios Nähe Universität beim Klusplatz,,1,22,"https://media2.homegate.ch/listings/x551/3001034637/image/d0bbd17d065bcb0e8a8ea2d727441d33.jpg, https://media2.homegate.ch/listings/x551/3001034637/image/b37ae29f656e1a203ed689cfc34972cc.jpg, https://media2.homegate.ch/listings/x551/3001034637/image/1f2f98a33d0dd5392630c69fc144ad60.jpg",CH,Zürich,8032,ZH,Asylstrasse 125,47.3652874,8.5649508,100,,,,,2200,,,"NEUKUNDEN ANGEBOT- komplett möbliert (kann entfernt werden)- gratis Wi-Fi Internet- alle Nebenkosten inbegriffen (inkl. Strom, Heizkosten, Waschküche, etc.)- Haustiere auf Anfrage- 2 Monatsmieten DepotAngegebener Mietpreis gilt ab einer Mindestmietdauer von 3 Monaten, Kündigungsfrist 30 Tage.***OFFER FOR NEW CUSTOMERS- completely furnished (can be removed)- free Wi-Fi internet access- all additional costs included (incl. electricity, heating costs, shared laundry, etc.)- Pets allowed on request- 2 months depositThe indicated rental price is valid from a minimum rental period of 3 months, notice period 30 days.",https://www.homegate.ch/mieten/3001034637
Attika Studio Nähe Universität beim Klusplatz,3,1,15,"https://media2.homegate.ch/listings/x551/3001683220/image/8f6f6ba353a4800b7a5c5730dc1df847.jpg, https://media2.homegate.ch/listings/x551/3001683220/image/67aa23ec674d1bd2d6e82f3875950399.jpg",CH,Zürich,8032,ZH,Asylstrasse 125,47.3652874,8.5649508,100,,,,,2200,,,"NEUKUNDEN ANGEBOT- komplett möbliert (kann entfernt werden)- gratis Wi-Fi Internet- alle Nebenkosten inbegriffen (inkl. Strom, Heizkosten, Waschküche, etc.)- Haustiere auf Anfrage- 2 Monatsmieten DepotAngegebener Mietpreis gilt ab einer Mindestmietdauer von 3 Monaten, Kündigungsfrist 30 Tage.***OFFER FOR NEW CUSTOMERS- completely furnished (can be removed)- free Wi-Fi internet access- all additional costs included (incl. electricity, heating costs, shared laundry, etc.)- Pets allowed on request- 2 months depositThe indicated rental price is valid from a minimum rental period of 3 months, notice period 30 days.",https://www.homegate.ch/mieten/3001683220
Studios Nähe Universität mit Balkon,,1,20,"https://media2.homegate.ch/listings/x551/3001034639/image/27e33b486fdf7863791bc554553db2a7.jpg, https://media2.homegate.ch/listings/x551/3001034639/image/436312d810e2a61f1b3fab31bb84fae1.jpg, https://media2.homegate.ch/listings/x551/3001034639/image/a80b17812b4f9390da4009728f3fd5c6.jpg",CH,Zürich,8032,ZH,Asylstrasse 125,47.3652874,8.5649508,100,,,,,2200,,,"NEUKUNDEN ANGEBOT- komplett möbliert (kann entfernt werden)- gratis Wi-Fi Internet- alle Nebenkosten inbegriffen (inkl. Strom, Heizkosten, Waschküche, etc.)- Haustiere auf Anfrage- 2 Monatsmieten DepotAngegebener Mietpreis gilt ab einer Mindestmietdauer von 3 Monaten, Kündigungsfrist 30 Tage.***OFFER FOR NEW CUSTOMERS- completely furnished (can be removed)- free Wi-Fi internet access- all additional costs included (incl. electricity, heating costs, shared laundry, etc.)- Pets allowed on request- 2 months depositThe indicated rental price is valid from a minimum rental period of 3 months, notice period 30 days.",https://www.homegate.ch/mieten/3001034639
Exklusives Wohnen im Herzen der Stadt,0,2.5,109,"https://media2.homegate.ch/listings/z409casa/3002272371/image/f2fb2b691f951c3d02bb7c9001fc7ba6.jpg, https://media2.homegate.ch/listings/z409casa/3002272371/image/d86cb670dee4fa77acec5ef216e1b015.jpg, https://media2.homegate.ch/listings/z409casa/3002272371/image/2e21ecde467dd879c244ca04841ac0d8.jpg, https://media2.homegate.ch/listings/z409casa/3002272371/image/9f3f1f29a18f6c0d6fff4b48c46c64a2.jpg, https://media2.homegate.ch/listings/z409casa/3002272371/image/f7c888b687a5446651859416cb19dc11.jpg, https://media2.homegate.ch/listings/z409casa/3002272371/image/0cdfadcceeb4ab8ce54c4c070d5dad4d.jpg, https://media2.homegate.ch/listings/z409casa/3002272371/image/2619240cf204e191ea6c64436cdaeb7e.jpg, https://media2.homegate.ch/listings/z409casa/3002272371/image/1971109c70258a2bdb19d6e7df256cf0.jpg, https://media2.homegate.ch/listings/z409casa/3002272371/image/9b0fe27d520320bcce85ce67c0dd3318.jpg, https://media2.homegate.ch/listings/z409casa/3002272371/image/56f937351f9102a9107078b04d914c46.png",CH,Zürich,8008,ZH,Zollikerstrasse 203e,47.351327,8.56385,,True,,,700,8800,8100,,"Diese exklusive Wohnung bietet ein einmaliges Wohnerlebnis in sicherer und privater Umgebung. Die Smart-Wohnung ist mit moderner Technik ausgestattet. Werden Sie hier Mieter und geniessen Sie Ihre ruhige Oase inmitten der Stadt, nur wenige Gehminuten vom See entfernt! Kommen Sie vorbei und überzeugen Sie sich selbst. Dieses properti-Angebot zeichnet sich durch folgende Vorteile aus: Äusserste Sicherheit in privater UmgebungRuhige und zudem sehr zentrale LageMit moderner Technik ausgestattete Smart-WohnungTerrasse und GartenblickSeenäheInteressiert? Kontaktieren Sie uns für ein unverbindliches Gespräch!Selber eine Immobilie zu vermarkten? Wir überzeugen mit fairen und transparenten Konditionen!",https://www.homegate.ch/mieten/3002272371
Frisch sanierte 1-Zimmer-Wohnung im Kreis 7,-1,1,20,"https://media2.homegate.ch/listings/x130soft/3002254187/image/51b0b8a09896acfde52c56640394a11c.jpg, https://media2.homegate.ch/listings/x130soft/3002254187/image/692cacb47b0eadc37d3aa49977f52df2.jpg, https://media2.homegate.ch/listings/x130soft/3002254187/image/97584b22fefdc476bf1802be7287c1d8.jpg, https://media2.homegate.ch/listings/x130soft/3002254187/image/1d3565e50112f8fc565d294feda9261b.jpg, https://media2.homegate.ch/listings/x130soft/3002254187/image/6139d0644a6bb5dc63c293abb97d0174.jpg",CH,Zürich,8032,ZH,Asylstrasse 88,47.3665337,8.5615009,,,,,150,1500,1350,,Frisch sanierte 1-Zimmer-Wohnung im Kreis 7Wir vermieten per 16. Dezember 2022 oder nach Vereinbarung diese frisch sanierte 1-Zimmer-Wohnung im Untergeschoss an der Asylstrasse 88 in Zürich. Für einen unverbindlichen Besichtigungstermin oder ergänzende Auskünfte stehen wir Ihnen gerne zur Verfügung.,https://www.homegate.ch/mieten/3002254187
Moderne 1 Zimmer-Singlewohnung,2,1,23,"https://media2.homegate.ch/listings/tek/3002289747/image/fef5e680b8de9bacbe16b032ffd46d65.jpg, https://media2.homegate.ch/listings/tek/3002289747/image/e5520b7e0cf6c0698dba2656a5bf9987.jpg, https://media2.homegate.ch/listings/tek/3002289747/image/5073acc905226b46a84f73f4722d50d5.jpg, https://media2.homegate.ch/listings/tek/3002289747/image/35898bf3254eeaf46f63fc78ed164b14.jpg, https://media2.homegate.ch/listings/tek/3002289747/image/6cf10dbbd122b34867c153f67e347335.jpg, https://media2.homegate.ch/listings/tek/3002289747/image/de5eb8c3f2fc7819f42e6eb5bb1280b6.jpg, https://media2.homegate.ch/listings/tek/3002289747/image/827c1df3bf9b50e8c00d3a113801d91d.jpg, https://media2.homegate.ch/listings/tek/3002289747/image/6dfe76e3f1305fad963f5fa2f1246e25.jpg",CH,Zürich,8032,ZH,Englischviertelstrasse 52,47.3660311,8.5581337,,,,,84,1384,1300,,"Die Wohnung verfügt über ein neues, modernes Badezimmer mit Badewanne und Plattenboden, sowie eine Kochnische mit einem 2-Platten-Glaskeramik-Kochfeld, Kühlschrank und einem Mikrowellengerät. Das Wohnzimmer ist mit einem Parkettboden ausgelegt. Ebenfalls zur Wohnung gehört ein Balkon.Die Liegenschaft liegt an sehr ruhiger, zentraler Wohnlage zwischen Kreuzplatz und Römerhof. Zur Zeit sind die Sanierungsabreiten noch in vollem Gange.Haben wir Ihr Interesse geweckt, dann melden Sie sich noch heute für einen Besichtigungstermin via Kontaktformular im Homegate an.",https://www.homegate.ch/mieten/3002289747
Charmant und zentral gelegen,0,3,60,"https://media2.homegate.ch/listings/z409casa/3002287326/image/eec3163327d2e980a8fefc4cec275215.jpg, https://media2.homegate.ch/listings/z409casa/3002287326/image/3b65abb1ae795f2948e7c82ae7339e01.jpg, https://media2.homegate.ch/listings/z409casa/3002287326/image/851029d04e6e85d77f2e3b871bf0960a.jpg, https://media2.homegate.ch/listings/z409casa/3002287326/image/d31b0fe564e2e46044d6c6ddb960bcd0.jpg, https://media2.homegate.ch/listings/z409casa/3002287326/image/35b6dc1c1d43a1b9645d92784e4e16d6.jpg, https://media2.homegate.ch/listings/z409casa/3002287326/image/039ff26a6dd4657ceb8a932488143f37.jpg, https://media2.homegate.ch/listings/z409casa/3002287326/image/e01313e1ddcab0384525aae025db33a1.png",CH,Zürich,8037,ZH,Breitensteinstrasse 25,47.393273,8.5206511,,,,,170,2690,2520,,"Diese schöne Parterrewohnung bietet eine gute Raumaufteilung, die mit einem charmanten Flair überzeugt. Die helle Wohnung verfügt über eine renovierte Küche, einen schönen Balkon mit Sicht auf die Limmat sowie einen Gartensitzplatz zur Mitbenutzung. Dank der zentralen Lage erreicht man den Bahnhof und Einkaufsmöglichkeiten in wenigen Minuten zu Fuss. In nächster Nähe liegt ausserdem eine tolle Strecke zum Spazieren oder Joggen, welche entlang der Limmat führt. Kommen Sie vorbei und lassen Sie sich überzeugen! Dieses properti-Angebot zeichnet sich durch folgende Vorteile aus:Zentrale LageTop Ausstattung mit eigenem WaschturmGute RaumaufteilungSchöner Balkon mit Sicht auf die LimmatGute Lage zum Bahnhof, Einkaufsmöglichkeiten und Naherholungsgebiete Interessiert? Kontaktieren Sie uns für ein unverbindliches Gespräch! Selbst eine Immobilie zu vermarkten? Wir überzeugen mit fairen und transparenten Konditionen!",https://www.homegate.ch/mieten/3002287326
Moderne Wohnung in Wipkingen,1,3,55,"https://media2.homegate.ch/listings/hgonif/3002287837/image/309df81c342067fbff5647bd3f336fa5.jpg, https://media2.homegate.ch/listings/hgonif/3002287837/image/6770a93e467ac7c253ecc1890e653d9c.jpg, https://media2.homegate.ch/listings/hgonif/3002287837/image/cae67ecb70b32d1929bd3cf337fa3c28.jpg, https://media2.homegate.ch/listings/hgonif/3002287837/image/3173507280941b9836fcd9b6a10d476e.jpg, https://media2.homegate.ch/listings/hgonif/3002287837/image/6700f1aa45265d4414b6f0e24a5255d6.jpg",CH,Zürich,8037,ZH,Nordstrasse 168,47.395226,8.5216392,,True,,,,2380,,,"Praktisch geschnittene moderne 3-Zimmer Wohnung in ruhiger Lage in Wipkingen zum 1. Februar 2023 abzugeben.Wohnung wurde 2017 komplett saniert und wurde seitdem nur von einer Einzelperson bewohnt.Die Wohnung verfügt über 1 quadtratisches Schlafzimmer (ca 14 m2), ein Büro (ca 9 m2), ein sehr helles Wohnzimmer (ca 17 m2) sowie einen Eingangsbereich mit praktischen Einbauschränken. Die Küche verfügt über einen Induktionsherd, Ofen und eine grosse Geschirrspülmaschine. Im Bad ist eine geräumige Dusche. Alle Zimmer haben ein Fenster und es gibt einen ca 3 m2 grossen ruhigen Balkon.Die Wohnung wird unmöbliert übergeben, aber einige massgeschneiderten und praktisch eingebauten Regale, Kleinmöbel und Gardinen würden gerne in der Wohnung bleiben :)Practically arranged and modern 3-room apartment in a silent location in Wipkingen to be taken over from 1 Febraury 2023. The apartment has been completely rennovated in 2017 and ever since only 1 person has lived in it.The apartment consists of a quadratic bed room (14 m2), an office (9 m2) and a very bright living room (17 m2) as well as an entrance space with several practical integrated cupboards. In the kitchen you can find an induction stove, an oven and a large dish washer. The bath has a larhge shower. All rooms have a window and there is a very silent balcony of 3 m2.The apartment will be offered without any furniture except some custom-made small furnitures pieces and shelves as well as curtains, all which would like to remain in the apartment :)",https://www.homegate.ch/mieten/3002287837
1.5-Zimmer-Stadtwohnung an guter Lage,2,1.5,36,"https://media2.homegate.ch/listings/seikx/3002196979/image/52df1dbd3ff71ed21ae278d61a0db475.jpg, https://media2.homegate.ch/listings/seikx/3002196979/image/f1940d0ae535f0fdc89cd24f8940d96d.jpg, https://media2.homegate.ch/listings/seikx/3002196979/image/0ee449c84dbf1a9768e96d940898f3ba.jpg, https://media2.homegate.ch/listings/seikx/3002196979/image/5eabae539f852599122d5d786e68f194.jpg, https://media2.homegate.ch/listings/seikx/3002196979/image/d8273753f8331cd3a7d2404d43f01879.jpg, https://media2.homegate.ch/listings/seikx/3002196979/image/d453b23e18e2a38d57332f9659917d6c.jpg, https://media2.homegate.ch/listings/seikx/3002196979/image/d944e41ee22777c48fec6c217d113849.jpg, https://media2.homegate.ch/listings/seikx/3002196979/image/f3831131c0b3292e2812980478b5f75a.jpg, https://media2.homegate.ch/listings/seikx/3002196979/image/531452441cfa3b3303a36391916216d0.png",CH,Zürich,8037,ZH,Trottenstrasse 73,47.3958567,8.5188443,,,,,150,1600,1450,,"1.5-Zimmer-Wohnung an guter Lage in ZürichWir vermieten per 1. Dezember 2022 diese moderne 1.5-Zimmer-Wohnung im 2. OG.Die Wohnung verfügt über folgenden Ausbaustandard:grosszügiger und sonniger Balkonoffene KücheParkett in den Zimmernmodernes BadKeller- und EstrichabteilEinkaufsmöglichkeiten, öffentlicher Verkehr und Naherholungsgebiete sind nur wenige Gehminuten entfernt. Parkmöglichkeiten gibt es in der blauen Zone.Die Fotos sind von einem vergleichbaren Objekt in der selben Liegenschaft.Haben wir Ihr Interesse geweckt? Dann freuen wir uns auf Ihre Kontaktaufnahme.Seitzmeir Immobilien AG: Wir hinterlassen Spuren seit 1917.",https://www.homegate.ch/mieten/3002196979
Bastelraum,4,,,"https://media2.homegate.ch/listings/mpkzhrem/3002291422/image/02a7ca7c7567ce8c0bb244391fa4e33d.jpg, https://media2.homegate.ch/listings/mpkzhrem/3002291422/image/52cd73196972c37feaf72b42d8c9106c.jpg",CH,Zürich,8037,ZH,Landenbergstr. 22,47.3927386,8.5286422,30,,,,5,40,35,,Wir vermieten per sofort oder nach Vereinbarung an der Landenbergstrasse 22 in 8037 Zürich einen ca. 9 m2 grossen Bastelraum.BastelraumMietzins CHF 40.00 / monatlich(für externe Mieter zuzüglich 7.7% MwSt)Gerne geben wir weitere Auskünfte über Herr GiorgioTel. 044 321 64 66 und freuen uns über Ihre Kontaktaufnahme.Besten DankMigros-Pensionskasse,https://www.homegate.ch/mieten/3002291422
Single room in shared flat Zurich,4,3,70,"https://media2.homegate.ch/listings/hgonif/3002292157/image/1040144b087607fb887d36d42203262d.jpg, https://media2.homegate.ch/listings/hgonif/3002292157/image/fb2b1e48d34fe6bd2da96d7305854c00.jpg, https://media2.homegate.ch/listings/hgonif/3002292157/image/8ddd2d9b0c5d71be608d77701b39852f.jpg, https://media2.homegate.ch/listings/hgonif/3002292157/image/2b5f8cc3a5fb94afbb645a98aed99a6d.jpg, https://media2.homegate.ch/listings/hgonif/3002292157/image/873934b63f700548b281ec1cb41200e4.jpg",CH,Zürich,8037,ZH,Zschokkestrasse 5,47.3954223,8.5255267,,,,,,900,,,"Large and quiet room (19m2) with balcony in a 3-room apartment (4th floor). Rent: 900 CHF per month, excluding internet and utilities. Room will be unfurnished.Location: the flat is at the bus stop Rosengartenstrasse (buses 33, 46, 83, 72). 15min by bus to ETH Hönggerberg and Irchel. 10min by bus to Zürich HB. 9min walk to Zürich Wipkingen train station, supermarkets, pharmacy, shops, restaurants. 5 min walk to tram stop 13. 7 min to the Limmat.Shared space (with one person): equipped kitchen, living room with sofa and tv, bathroom.Visits from 09.01.2023",https://www.homegate.ch/mieten/3002292157
Altbau-Juwel erstrahlt in neuem Glanz,4,4.5,138,"https://media2.homegate.ch/listings/x449/3002264692/image/ccd8d5d1f777e77661a791535a4f3360.jpg, https://media2.homegate.ch/listings/x449/3002264692/image/c27aa183792abaad75bdd5f907851a26.jpg, https://media2.homegate.ch/listings/x449/3002264692/image/557341037e611ac8183716890bbd2f8f.jpg, https://media2.homegate.ch/listings/x449/3002264692/image/7fde4c53c0019159fe55b325d11c329b.jpg, https://media2.homegate.ch/listings/x449/3002264692/image/0fcdbeede1d3786773e72965cc2f15f7.jpg, https://media2.homegate.ch/listings/x449/3002264692/image/44dc468581f620e5c524c437a4cc0574.jpg, https://media2.homegate.ch/listings/x449/3002264692/image/47125c430fe4c1968a2603ae9159a7e5.jpg, https://media2.homegate.ch/listings/x449/3002264692/image/2342d41e10b0df2ddcae335212cd71e9.jpg, https://media2.homegate.ch/listings/x449/3002264692/image/a083a7f630862405b14abf2008de3135.jpg, https://media2.homegate.ch/listings/x449/3002264692/image/2c48f35f4198548deb6b0006d6569a7d.jpg, https://media2.homegate.ch/listings/x449/3002264692/image/0b1e1fe5e9e2ddd8efc0158efc215e32.jpg, https://media2.homegate.ch/listings/x449/3002264692/image/e283ce49ad8122246c02e68806e4f4d7.jpg, https://media2.homegate.ch/listings/x449/3002264692/image/c402b5c6fef186fbc061025c4b83555d.jpg, https://media2.homegate.ch/listings/x449/3002264692/document/7e5ed24b13c8a0935e6239bfa1c0acd3.pdf",CH,Zürich,8032,ZH,Freiestrasse 53,47.3698564,8.555697,,,,,510,6930,6420,,"Im beliebten Stadtquartier ""Hottingen"" vermieten wir nach einer durchdachten Totalsanierung 2.5- und 4.5-Zimmerwohnungen mit einladender Wohnqualität. Bei der aufwendigen Sanierung wurde viel Wert darauf gelegt, die speziellen Details aus der damaligen Zeit zu erhalten. Das Bijou bietet allen - von Jung bis Alt, Alleinstehenden, Paaren oder Familien ein gemütliches Zuhause.Das Mehrfamilienhaus ist sehr zentral gelegen und befindet sich in unmittelbarer Nähe zum Hottingerplatz. Den See sowie den Bahnhof Stadelhofen erreichen Sie in ca. 15 Gehminuten. Diverse Einkaufsmöglichkeiten sowie Restaurants befinden sich unweit der Liegenschaft. Die hochwertig neu erstellte Maisonette-Dachwohnung überzeugt durch folgende Annehmlichkeiten:Der Grundriss Ihres zukünftigen Bijous ist individuell nach Ihren Wünschen zu möblieren In allen Wohnräumen sind versiegelte Parkettböden verlegtDas obere Geschoss ist mit einer modernen Küche, genügend Platz für einen Wohn- /Essbereich und einer Gäste-Toilette ausgestattetEin besonderes Highlight der Wohnung ist das natürlich belichtete, grosszügige Badezimmer mit einer Badewanne, Dusche und einem separaten Reduit mit eigenem WaschturmEine weitere Nasszelle mit Dusche und Toilette befindet sich auf demselben StockwerkGeniessen Sie den atemberaubenden Blick über die ganze Stadt von Ihrer Dachterrasse aus. Die Terrasse ist über die wohnungsinterne Treppe zugänglichZur Wohnung gehört ein Kellerabteil im UntergeschossDie Liegenschaft ist ohne Liftanlage ausgestattet und verfügt über keine Autoabstellplätze. Fahrradabstellplätze sind vorhanden.Haustiere sind nicht erlaubt. Lassen Sie sich überraschen. Wir freuen uns, Ihnen diese exklusive Wohnung persönlich zeigen zu dürfen.",https://www.homegate.ch/mieten/3002264692
